name,id,popularity,release_date,hit_miss,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,tempo_confidence,time_signature,time_signature_confidence,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Champions,2nBI3iWLhupR7LyAJ5GGkE,70,10/6/16,hit,334.25333,6,0.342,-2.452,0,0.439,135.01,0.621,4,0.868,0.0661,0.695,0.777,0,0.874,0.0817,0.36
wonderful,1cZlBZwnwGPtYeRIeQcoFh,70,16/9/16,hit,216.94549,1,0.433,-5.591,0,0.658,146.062,0.179,4,0.996,0.0737,0.769,0.569,0,0.0571,0.0786,0.612
THat Part,2yJ9GVCLMmzBBfQAnfzlwr,70,8/7/16,hit,313.57333,6,0.253,-7.59,0,0.221,112.96,0.743,4,0.967,0.0855,0.927,0.535,0,0.136,0.0911,0.336
Grey Luh,1x1BKrrpq7CfOZPBeUsx16,70,21/7/16,hit,261.10272,0,0.611,-9.167,1,0.593,125.523,0.024,4,1,0.597,0.543,0.298,1.49E-06,0.0804,0.0683,0.254
Flexicution,2c8sgbZoEanC3QyFNZxUcA,70,1/7/16,hit,218.94667,0,0.437,-6.605,0,0.631,159.954,0.143,4,0.995,0.0581,0.772,0.701,0.00159,0.106,0.0724,0.69
7 Years (Remix),1kFlDnWmBTvCBxxeGDpIdp,71,10/6/16,hit,134.19705,10,0.149,-8.376,1,0.283,120.071,0.348,4,1,0.227,0.811,0.609,0,0.102,0.0996,0.439
You're Such A,3QTDzwSkRW04FVPo6COm0H,70,26/2/16,hit,216.33333,11,0.585,-6.323,1,0.566,176.033,0.31,4,0.789,0.00798,0.62,0.696,1.00E-06,0.113,0.0997,0.705
Solo,35xSkNIXi504fcEwz9USRB,70,20/8/16,hit,257.38036,5,0.268,-10.631,0,0.372,124.027,0.059,4,0.778,0.849,0.444,0.287,2.82E-06,0.161,0.0375,0.246
Devil Eyes,7MiZjKawmXTsTNePyTfPyL,76,5/2/16,hit,131.27197,1,0,-8.621,0,0.277,99.112,0.154,5,0.833,0.702,0.391,0.396,0.405,0.315,0.189,0.199
Save Me,54s6sdPuMjVtdB5d5KFzTC,74,2/5/16,hit,196.50549,1,0,-3.48,1,0.251,139.949,0.586,4,0.996,0.0269,0.614,0.823,0,0.0783,0.062,0.539
True Colors,1oGdVdYjeQvojGKDddxLQQ,70,25/11/16,hit,206.01333,1,0.388,-8.237,1,0.476,76.669,0.227,4,0.988,0.284,0.624,0.424,0,0.173,0.24,0.584
Hallelujah,6TzJLISIitIzn1WtjDY0Op,69,15/1/16,miss,180.62667,11,0.561,-4.348,1,0.624,80.008,0.06,4,0.626,0.011,0.578,0.886,0,0.143,0.0633,0.615
Culpable Tu,5fLOkcGJ6fGNyOGPlG07cK,73,8/8/16,hit,231.76009,2,0.162,-7.538,1,0.522,135.102,0.282,4,0.766,0.675,0.508,0.361,1.42E-05,0.147,0.0286,0.611
Siempre Te Voy A Querer,3VK8copXwqvAueMPhnBe6K,71,23/9/16,hit,234.36,0,0.621,-4.194,1,0.613,129.866,0.599,3,0.879,0.56,0.769,0.45,0,0.133,0.0309,0.573
Time for That,1gZNqH0rDxD1mXLeul1Qq7,66,29/1/16,miss,208.44,7,0.65,-8.21,1,0.6,110.007,0.63,4,1,0.0465,0.823,0.617,0,0.11,0.248,0.304
This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,1A8j067qyiNwQnZT0bzUpZ,78,4/11/16,hit,195.54667,0,0,-4.759,0,0.257,121.985,0.949,4,0.99,0.0927,0.792,0.717,3.59E-05,0.226,0.0393,0.466
Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,71,26/2/16,hit,198.24,8,0.523,-5.036,1,0.618,157.964,0.524,4,1,0.313,0.612,0.706,0,0.053,0.0602,0.724
FML,30Zcjs7pgEkmJA1lEbGSWT,70,10/6/16,hit,236.12,9,0,-7.146,0,0.148,125.116,0.239,4,1,0.313,0.667,0.423,0,0.193,0.0822,0.156
5:32pm,7qrBYrivpvfXUPBMmqh3dA,70,17/10/16,hit,136.91406,10,0.057,-13.672,0,0.407,86.383,0.203,4,1,0.686,0.691,0.186,0.934,0.0762,0.0487,0.548
Dark Necessities,2oaK4JLVnmRGIO9ytBE1bt,75,17/6/16,hit,302,5,0,-6.777,0,0,91.959,0.367,4,1,0.0722,0.7,0.742,0.0199,0.11,0.0716,0.197
You're My Girl (Lost Recording #6),3KH5aME71gFcHvReW54ew4,71,11/11/16,hit,195.75823,8,0.149,-11.423,1,0.373,66.945,0.105,4,0.904,0.928,0.45,0.189,0.000843,0.104,0.0519,0.227
Firestone (feat. Conrad Sewell),1I8tHoNBFTuoJAlh4hfVVE,78,13/5/16,hit,273.68422,11,0.546,-7.226,0,0.664,113.055,0.668,4,1,0.408,0.486,0.652,6.63E-05,0.077,0.052,0.391
Tallis One,0CQskMydQ8AhtKhJUAolvE,73,12/12/16,hit,117.40168,0,0.249,-26.699,1,0.528,107.378,0.091,4,0.627,0.993,0.41,0.0199,0.949,0.0897,0.0449,0.178
XO,0ZAiqymvbQUZAh9y6ZT3Rm,70,19/8/16,hit,159.5122,2,0.568,-5.861,0,0.627,163.897,0.304,4,1,0.625,0.611,0.39,0,0.118,0.116,0.617
Leave,5dI1yHSqgmilFEqpGbqxHh,70,9/12/16,hit,324.85333,4,0.696,-7.249,1,0.631,90.086,0.14,4,0.977,0.246,0.535,0.55,0.000105,0.124,0.0229,0.619
Truthfully,2lBqyCeue1bCd6HCZtKXHu,72,18/11/16,hit,182.65333,8,0.431,-6.871,1,0.648,102.003,0.359,4,1,0.266,0.718,0.654,0,0.336,0.0356,0.578
Chunky,0mBKv9DkYfQHjdMcw2jdyI,73,17/11/16,hit,186.97333,5,0.424,-4.446,0,0.444,202.103,0.053,4,0.959,0.0208,0.571,0.539,0,0.125,0.116,0.727
Solo Con Verte,5z4O1H0vFY0Nh4ZMtfgapP,71,5/2/16,hit,192.97333,10,0.552,-5.209,1,0.549,119.877,0.77,4,0.961,0.285,0.751,0.525,1.43E-05,0.268,0.0311,0.663
My Way,1vvNmPOiUuyCbgWmtc6yfm,78,16/9/16,hit,219.15964,4,0.058,-3.059,0,0.128,119.989,0.857,4,1,0.0935,0.819,0.913,3.72E-05,0.161,0.0427,0.536
Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,70,15/11/16,hit,242.08141,0,0.439,-7.287,1,0.584,152.881,0.371,4,0.982,0.592,0.588,0.471,0.00146,0.0733,0.0577,0.209
Hymn for the Weekend - Seeb Remix,6s3GEN8wK0OMzzzZbXj0fu,76,25/3/16,hit,212.64707,0,0.58,-3.516,0,0.563,102.034,0.763,4,1,0.00868,0.565,0.849,4.68E-06,0.12,0.0517,0.427
Burning Up (Fire),4z9gBZQjGS4QLb4LOvmeuA,73,2/5/16,hit,203.35152,10,0.546,-3.201,0,0.516,99.93,0.317,4,1,0.00227,0.627,0.706,0,0.122,0.0597,0.536
All We Got (feat. Kanye West & Chicago Children's Choir),3ZLyt2ndLFBh148XRYjYYZ,67,27/5/16,miss,203.79433,0,0.267,-8.615,0,0.448,131.921,0.327,4,1,0.308,0.531,0.544,1.89E-06,0.0835,0.462,0.398
Sidewalks,4h90qkbnW1Qq6pBhoPvwko,70,25/11/16,hit,231.36,1,0.476,-5.136,0,0.456,149.831,0.158,4,0.937,0.147,0.542,0.721,0,0.348,0.0625,0.623
LUV,16Ah4QqH4mgYVXqfC4mdSd,70,19/8/16,hit,228.64,11,0.5,-8.113,0,0.514,190.169,0.01,4,1,0.0108,0.539,0.528,0,0.117,0.252,0.252
You Don't Own Me,6KI1ZpZWYAJLvmVhCJz65G,71,1/7/16,hit,201.49333,7,0.615,-5.653,1,0.405,186.249,0.248,3,1,0.159,0.332,0.635,2.79E-06,0.0599,0.0898,0.261
PLAYING WITH FIRE,7e7VjLxO5xJINHvnRytrqi,76,1/11/16,hit,197.3551,4,0.389,-4.511,0,0.35,97.037,0.556,4,1,0.0399,0.707,0.758,0,0.141,0.0917,0.674
Stole the Show,5masKPHeAOVNgxdLebIcK7,76,13/5/16,hit,223.18667,8,0.45,-7.565,0,0.533,100.034,0.512,4,1,0.155,0.679,0.662,0,0.152,0.174,0.438
Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,71,5/8/16,hit,177.02893,10,0.774,-8.318,0,0.739,121.48,0.327,4,0.994,0.111,0.439,0.447,0,0.303,0.0436,0.11
Purple Lamborghini (with Rick Ross),6JyuJFedEvPmdWQW0PkbGJ,73,22/7/16,hit,215.5102,10,0.273,-2.591,0,0.383,147.268,0.394,4,1,0.0019,0.457,0.899,0,0.831,0.132,0.298
Secrets,00NAQYOP4AmWR549nnYJZu,71,25/11/16,hit,265.6,0,0.51,-5.779,1,0.558,109.945,0.341,4,0.956,0.0155,0.665,0.771,9.60E-06,0.46,0.0533,0.764
Sugarcane,6uWjjaiquXsjuQuks2mZME,72,14/12/16,hit,144.5,0,0.514,-27.874,1,0.654,114.346,0.432,3,1,0.995,0.361,0.0165,0.967,0.0834,0.0615,0.452
Fade,3cCxoOgfi6hgt8MNteuiiD,70,10/6/16,hit,193.74766,9,0.383,-5.793,0,0.382,105.986,0.816,4,0.944,0.1,0.756,0.766,0,0.313,0.088,0.288
Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,76,26/8/16,hit,222.56,4,0.443,-3.073,0,0.429,93.974,0.301,4,1,0.4,0.761,0.838,0,0.176,0.0502,0.71
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",7K5dzhGda2vRTaAWYI3hrb,72,15/4/16,hit,215.41388,7,0.475,-5.921,1,0.561,162.958,0.241,4,0.597,0.0114,0.632,0.701,0,0.108,0.146,0.497
fOoL fOr YoU,6lvsJDZ7336YmpBzcNGhbe,71,25/3/16,hit,202.21333,7,0,-7.208,1,0.144,77.903,0.316,4,0.716,0.281,0.52,0.513,0,0.0976,0.0256,0.17
Dat $tick,4bdJHQp90ymjEIkkYhcENB,70,11/3/16,hit,126.66667,1,0.815,-8.668,1,0.859,108.039,0.658,4,1,0.104,0.923,0.508,1.21E-05,0.126,0.0468,0.168
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",5pfJsMwoRYKampPay8amX0,70,26/2/16,hit,292.59347,1,0.379,-4.402,1,0.505,109.725,0.609,4,0.921,0.0916,0.828,0.609,1.21E-06,0.291,0.0694,0.707
Hurts So Good,46ydq5g3k17iLJs3qMDvO6,72,20/5/16,hit,208.72857,7,0.763,-5.027,0,0.774,120.039,0.35,4,1,0.084,0.675,0.609,0,0.0957,0.0586,0.378
The Watchtower,504NLPDUBRylbZUUQR97XX,71,20/7/16,hit,205.5776,7,0,-28.768,0,0.313,75.124,0.152,1,0.161,0.991,0.248,0.0274,0.922,0.153,0.0333,0.159
Tengo Que Colgar,2yGNkkwU2iT0doFxkxhcXH,71,5/2/16,hit,248.12,7,0.097,-5.59,1,0.066,126.007,0.836,4,1,0.111,0.779,0.445,5.44E-06,0.0992,0.0329,0.642
WHISTLE,7HWmJ1wBecOAMNGjC6SmKE,75,8/8/16,hit,211.69633,11,0.428,-4.877,1,0.427,102.874,0.188,4,0.835,0.00682,0.822,0.712,0,0.0955,0.15,0.647
Spirits,7GJ572zvnU94VZVrj5XRtb,68,22/4/16,miss,203.65333,0,0.699,-6.075,1,0.636,80.529,0.32,4,0.925,0.163,0.556,0.658,0,0.113,0.0265,0.787
Otra vez (feat. J Balvin),3QwBODjSEzelZyVjxPOHdq,76,30/9/16,hit,209.45333,10,0.568,-5.429,1,0.483,96.016,0.058,4,1,0.0559,0.832,0.772,0.000486,0.44,0.1,0.704
The Ocean (feat. Shy Martin),2CPqh63wRVscbceKcPxwvv,76,15/4/16,hit,183.41442,5,0.497,-6.478,1,0.552,90.037,0.176,4,1,0.0225,0.632,0.575,1.81E-06,0.104,0.029,0.188
Keep It Mello (feat. Omar LinX),0Q3SC6kEhxYagDP3bFe5K9,70,8/1/16,hit,243.38027,1,0.343,-3.348,1,0.414,142.015,0.417,4,1,0.00134,0.686,0.888,0.000689,0.0736,0.0857,0.108
All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,70,27/5/16,hit,210.57333,0,0.125,-5.194,0,0.377,95.04,0.278,4,1,0.023,0.689,0.791,0,0.0526,0.053,0.755
That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,71,27/5/16,hit,204.01333,5,0.63,-4.245,0,0.531,202.049,0.2,4,1,0.0358,0.596,0.851,3.19E-05,0.365,0.121,0.612
Lie,2cn8rNlgnQOJoqWqXRvWQu,70,10/10/16,hit,215.75274,6,0.63,-5.582,0,0.712,94.069,0.277,3,0.892,0.00331,0.542,0.777,0,0.178,0.033,0.503
Panda,5YEOzOojehCqxGQCcQiyR4,75,26/6/16,hit,246.76109,10,0.285,-5.035,0,0.388,145.2,0.274,4,0.995,0.0231,0.576,0.777,0,0.366,0.458,0.259
Come Down,276zciJ7Fg7Jk6Ta6QuLkp,66,15/1/16,miss,176.69333,10,0.763,-6.151,0,0.734,98.381,0.199,4,1,0.328,0.82,0.908,0.00155,0.296,0.124,0.919
La Gozadera,0OMRAvrtLWE2TvcXorRiB9,75,22/4/16,hit,203.16,9,0,-1.698,0,0.211,95.036,0.382,4,1,0.166,0.616,0.989,0,0.172,0.0483,0.902
Final Song,4qqArAiTPueDxIp7cf87h7,73,13/5/16,hit,235.82667,1,0,-6.109,0,0.221,104.988,0.42,4,1,0.014,0.695,0.672,8.44E-05,0.0756,0.0345,0.245
Summer,1Hk0QRlUFCHYG6zIvUh0Xd,70,8/1/16,hit,233.23946,6,0.7,-4.798,1,0.663,142.029,0.697,4,0.992,0.00695,0.583,0.748,0.0241,0.22,0.0292,0.254
Moonlight,4TZdeM7zelZGz6JPrXSEZ1,71,20/5/16,hit,202.36,9,0.527,-7.339,1,0.539,102.169,0.092,3,0.803,0.417,0.626,0.412,3.55E-06,0.048,0.0292,0.209
All We Know,2rizacJSyD9S1IQUxUxnsK,72,29/9/16,hit,194.08,0,0.607,-8.821,1,0.618,90,0.153,4,1,0.097,0.662,0.586,0.00272,0.115,0.0307,0.296
Greedy,2tpIAmAq9orm1Owh5pja1w,70,20/5/16,hit,214.90667,1,0.53,-5.335,1,0.497,109.974,0.76,4,1,0.0323,0.62,0.705,0,0.092,0.0989,0.844
Perm,1I6pKIyaBp4OebTGLJpCCC,70,17/11/16,hit,210.05333,8,0.065,-3.715,1,0.226,124.021,0.862,4,1,0.0145,0.853,0.871,6.84E-05,0.198,0.0851,0.863
Remove The Complexities,7McExzjmhDI5NQ6l4D9XR9,70,17/6/16,hit,135.66816,4,0.444,-21.701,1,0.656,167.941,0.104,5,0.615,0.988,0.235,0.116,0.951,0.122,0.0328,0.109
Y Cambió Mi Suerte,6KzeSLDKK4DuFUHy3l9vqv,70,24/2/16,hit,185.63732,9,0.474,-5.48,1,0.515,143.842,0.249,4,0.787,0.776,0.586,0.401,0,0.123,0.0469,0.74
Safari,456xBIOmLRoLzCvCzZrWge,73,24/6/16,hit,205.6,0,0.385,-4.281,1,0.399,180.065,0.327,4,1,0.531,0.689,0.675,3.17E-06,0.115,0.32,0.604
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",5q2JbCNi4FcnglgPfxcV65,75,2/12/16,hit,307.91025,11,0.565,-4.024,1,0.576,169.801,0.354,4,0.97,0.27,0.639,0.869,0,0.0802,0.147,0.767
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),6NSMQFKgjpQb0KkjMDYIK0,70,30/9/16,hit,264,6,0.659,-9.446,0,0.5,120.054,0.41,4,0.975,0.54,0.815,0.514,0,0.611,0.361,0.623
No Money,0gb1J5UrTpzaU1s3nupgCd,75,1/4/16,hit,189.12653,6,0.324,-4.014,0,0.637,126.01,0.861,4,1,0.0282,0.671,0.916,0.00762,0.24,0.0397,0.803
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2yr2HnFYl7XvqJk4fXoQBt,70,12/8/16,hit,257.33333,11,0.331,-5,0,0.45,97.035,0.077,4,1,0.347,0.833,0.515,0.00156,0.116,0.0462,0.4
Dan Bilzerian,5QfQKhvdcxPgp68O0S39FV,64,9/12/16,miss,209.66322,4,0.311,-3.962,1,0.398,149.99,0.514,4,0.933,0.119,0.793,0.789,0,0.0632,0.0626,0.606
Water Ripples,60CFGgbdZ315nIOuK5nYmM,70,28/11/16,hit,187.47701,8,0.631,-14.389,0,0.644,138.509,0.76,3,0.972,0.958,0.433,0.187,0.93,0.121,0.0343,0.35
Vente Pa' Ca,7DM4BPaS7uofFul3ywMe46,75,23/9/16,hit,259.19592,11,0.455,-4.07,0,0.501,99.935,0.275,4,1,0.00431,0.663,0.92,1.69E-05,0.101,0.226,0.533
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",7qUJQSNX9QNf46CC6FgH66,70,5/8/16,hit,243.49098,9,0.229,-4.378,0,0.455,169.021,0.088,4,0.886,0.255,0.502,0.786,0,0.65,0.317,0.739
Finesse,5XMkENs3GfeRza8MfVAhjK,70,17/11/16,hit,191,5,0.256,-5.342,0,0.459,104.953,0.826,4,1,0.00781,0.741,0.798,0,0.0232,0.0718,0.939
Instinct (feat. MadeinTYO),49VzL5oBsUICN7U34T98b9,65,23/12/16,miss,174.31111,10,0.432,-7.132,0,0.488,84.04,0.484,4,1,0.476,0.711,0.462,3.86E-05,0.108,0.055,0.294
Monster,7GbUWl6qLW1gdngbEV2WDJ,71,9/6/16,hit,221.34122,6,0.066,-4.312,1,0.43,150,0.06,4,0.835,0.0066,0.618,0.76,0,0.127,0.0596,0.541
Adderall,4Xx0J00u90QvnG3rwz4Itp,64,14/10/16,miss,218.02535,6,0.52,-4.28,1,0.528,100.008,0.468,4,1,0.000672,0.681,0.891,1.07E-06,0.0631,0.0408,0.556
Cool Girl,3tJ4y2Zqx6gM9xOAuFfsSF,70,28/10/16,hit,199.179,9,0.557,-7.076,0,0.488,101.993,0.254,4,1,0.313,0.674,0.694,7.17E-06,0.0752,0.109,0.203
I Need U,7dlNGfd6Fq8xcFb4K6Glws,70,2/5/16,hit,210.57732,5,0.462,-2.383,0,0.526,78.918,0.066,4,0.845,0.0184,0.475,0.897,0,0.296,0.0736,0.642
Alone,0JiVRyTJcJnmlwCZ854K4p,75,2/12/16,hit,161.2,10,0.3,-3.194,1,0.409,97.019,0.561,4,1,0.186,0.676,0.929,0.000405,0.121,0.0458,0.157
Ginza,2C2TGgFzrTRIOdQS1vUN5h,71,24/6/16,hit,171.09333,5,0.285,-6.406,0,0.574,101.965,0.882,4,0.916,0.208,0.73,0.809,0.0013,0.0804,0.0876,0.825
They Don't Know,1w1kzejjmiMhdWAOecgo4l,66,23/9/16,miss,197.25333,7,0.482,-6.749,1,0.541,98.074,0.407,4,1,0.00388,0.671,0.71,1.58E-06,0.14,0.276,0.711
Blow Your Mind (Mwah),7kJlTKjNZVT26iwiDUVhRm,72,26/8/16,hit,178.58304,2,0.456,-4.761,0,0.431,108.854,0.677,4,1,0.0188,0.654,0.796,0,0.0948,0.122,0.491
Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,71,12/12/16,hit,198.77447,11,0.221,-3.515,1,0.384,114.991,0.872,4,1,0.00383,0.647,0.932,1.50E-06,0.0574,0.0824,0.374
DUELE EL CORAZON,6YZdkObH88npeKrrkb8Ggf,74,18/4/16,hit,200.81333,8,0.618,-3.354,0,0.18,90.999,0.298,4,1,0.0786,0.724,0.904,0,0.226,0.0966,0.846
Has Cambiado,6PSBdwyrcpSAIikYqaW2LB,71,21/10/16,hit,163.46667,6,0.515,-5.456,0,0.534,167.936,0.326,4,1,0.0663,0.778,0.75,0,0.0917,0.101,0.636
Hype,5NFYuqu8V6QXc6mzcLImd6,64,6/5/16,miss,209.41333,7,0.164,-8.288,1,0.511,129.958,0.744,4,0.95,0.0244,0.789,0.608,0,0.368,0.189,0.271
Ya Me Enteré,0lPXFrKyl8HkdQ2E6NmNja,75,17/6/16,hit,204.17333,9,0.422,-5.449,1,0.434,131.981,0.373,4,0.995,0.502,0.619,0.452,0,0.122,0.028,0.174
Can't Help Falling in Love,6VrAgFXBbRX2PkT92lAoKK,65,1/7/16,miss,135.71429,0,0.635,-7.201,1,0.651,126.372,0.217,3,1,0.983,0.608,0.269,1.96E-06,0.337,0.0329,0.389
Sigo Extrañándote,0k23rRi1B8ZHrKtzECGoyk,71,24/6/16,hit,201.28,11,0.026,-4.232,0,0.169,93.016,0.25,4,1,0.154,0.896,0.859,0.000115,0.212,0.211,0.938
Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,73,7/4/16,hit,218.23456,8,0.406,-5.529,0,0.443,120.075,0.23,4,1,0.0472,0.757,0.678,9.14E-06,0.0654,0.233,0.82
Dope Dealer,7pda6TLAbVGxUjIUtbiNt0,62,8/7/16,miss,222.14667,1,0.567,-5.461,1,0.475,82.027,0.042,4,1,0.048,0.786,0.569,0,0.119,0.125,0.288
You're Lost,5MUvVmyKD6bBY0XDeWZjJJ,61,10/8/16,miss,158.69388,1,0.235,-7.253,1,0.294,146.982,0.398,4,1,0.172,0.764,0.591,0,0.215,0.209,0.468
Close To You,1VZLEW5ZfcAbKZ94XQiSZF,63,20/8/16,miss,85.75415,5,0.334,-8.401,0,0.208,78.007,0.219,4,1,0.192,0.827,0.673,0.00136,0.146,0.23,0.779
Against All Odds (Take a Look at Me Now) - 2016 Remaster,63CHa6rmamv9OsehkRD8oz,72,14/10/16,hit,206.36,1,0.379,-6.901,1,0.546,116.271,0.344,4,1,0.198,0.58,0.498,0,0.132,0.0277,0.111
I Wish I Was,1nMlHxWuPc5P9Y5nGvenlj,60,24/6/16,miss,316.44,11,0.64,-8.766,1,0.677,110.511,0.114,4,0.754,0.814,0.555,0.306,0,0.187,0.0311,0.272
Rockabye - Acoustic Version,30LDuVfrePWbedYTc1mUCn,73,22/12/16,hit,157.46671,10,0.634,-9.696,1,0.737,76.805,0.071,4,0.799,0.914,0.528,0.291,0,0.121,0.0401,0.355
It's Gotta Be You,6cAKeFFYW2aClZSUyvqAEW,71,9/12/16,hit,193.44676,8,0.451,-4.632,1,0.862,95.472,0.457,4,1,0.221,0.433,0.745,0,0.0981,0.0377,0.588
STAY,4TWHREp4wv0TmewqR6rgRd,71,1/11/16,hit,230.4,1,0.38,-6.808,1,0.545,88.074,0.302,4,0.991,0.569,0.628,0.433,7.71E-06,0.104,0.0383,0.343
Old Roots New Trees,703Y8dw2MMfEodrw5D6hDd,63,4/11/16,miss,92.24998,4,0.457,-10.946,1,0.428,82.9,0.6,4,1,0.838,0.857,0.146,0.954,0.109,0.33,0.776
Song for A,181ybi6b0dYJBcQzETKv67,68,16/7/16,miss,145.81188,5,0.59,-28.546,1,0.745,81.181,0.004,4,0.983,0.992,0.466,0.00472,0.938,0.0712,0.0531,0.233
Don't Let Me Down - Illenium Remix,15BlympuVSfZFROojEMY2M,66,27/5/16,miss,218.93333,11,0.611,-3.712,1,0.627,79.648,0.071,4,1,0.0751,0.428,0.656,0.181,0.15,0.075,0.355
Shaky Shaky,7gcMKL3lnDxsp4bIXyv6Zk,70,8/4/16,hit,234.32,6,0.551,-4.228,0,0.462,88.007,0.107,4,1,0.076,0.899,0.626,0,0.0631,0.292,0.873
Me Llamas (feat. Maluma) - Remix,5hEM0JchdVzQ5PwvSfITeX,75,2/12/16,hit,210.32259,7,0.354,-3.828,0,0.367,93.05,0.215,4,0.911,0.547,0.76,0.838,1.30E-06,0.0664,0.0529,0.745
Don't Let Me Down,4ks6j7JsfJorc1tb4THJo8,70,5/8/16,hit,164.12902,9,0.501,-8.447,1,0.625,108.58,0.062,3,0.759,0.913,0.446,0.37,0,0.126,0.0464,0.209
Andas En Mi Cabeza,23WI5V2eD4EyGKxSl7Pyeq,73,19/2/16,hit,247.49333,9,0.401,-1.84,1,0.447,103.998,0.734,4,0.876,0.0285,0.676,0.954,0,0.112,0.127,0.532
Gyal You A Party Animal - Remix,0Rj2yNpEvXOl8yn9UOuIRs,71,7/10/16,hit,224.32,0,0.331,-4.022,1,0.452,101.12,0.609,4,0.992,0.0695,0.733,0.884,0,0.363,0.0916,0.748
Berceuse (Scaled Down Version),3G1zW5g8ScKIftzHWxUTLs,66,17/6/16,miss,150.68798,10,0.69,-16.395,0,0.66,137.985,0.269,3,0.126,0.991,0.377,0.198,0.913,0.124,0.0459,0.222
FXXK IT,7uzib3dSSwgUwcD3z0k3bR,67,13/12/16,miss,231.81061,0,0.517,-3.143,0,0.541,90.026,0.109,4,1,0.152,0.72,0.746,0,0.276,0.107,0.587
I Wish I Could Sleep,08lctzE8dgIbSfyz84XHNr,64,19/12/16,miss,119.75415,3,0.16,-6.41,0,0.403,83.992,0.819,4,1,0.73,0.682,0.328,0.9,0.0978,0.0342,0.302
Stay With Me,1HYzRuWjmS9LXCkdVHi25K,70,3/12/16,hit,192.44118,0,0.209,-4.686,0,0.605,78.643,0.084,5,0.721,0.428,0.314,0.526,0,0.126,0.0484,0.195
You Don't Know Me,1rFMYAZxBoAKSzXI54brMu,72,9/12/16,hit,213.94667,11,0.221,-6.055,0,0.407,123.999,0.765,4,1,0.163,0.877,0.658,0,0.108,0.132,0.693
Traicionera,79Jhw5xn4gGn6PZak275gg,70,24/6/16,hit,228.46667,11,0.35,-4.938,1,0.437,91,0.248,4,1,0.143,0.783,0.673,0,0.216,0.0536,0.658
"I'm Not the Only One (Sam Smith Cover) - Live from Spotify, London",7wIYDzWW82O6Rc4vGuzjND,70,8/7/16,hit,195.84,5,0.425,-8.468,1,0.532,176.036,0.105,4,1,0.861,0.455,0.265,0,0.685,0.0491,0.324
Inspire The Liars,2DdluBZleLq30PlfUAqSD5,58,7/10/16,miss,275.25333,7,0.546,-3.072,0,0.598,178.947,0.082,3,1,0.0583,0.152,0.975,0,0.124,0.26,0.365
Original Uzi (4 Of Us),53iTGmEL4uwHlqUvuKcrQe,58,10/8/16,miss,166.76571,10,0.354,-8.376,0,0.404,150.03,0.969,4,1,0.0534,0.81,0.615,0,0.0811,0.284,0.596
Suvi,180sqT5oq8Vcxob0B39CIu,64,28/11/16,miss,304.8,6,0.891,-16.884,1,0.763,114.333,0.496,4,0.895,0.943,0.318,0.245,0.937,0.0994,0.0395,0.191
"Yeah, I Said It",4kqxy0SvQ2N34nOJ9ggfMu,56,28/1/16,miss,133.08,7,0.332,-7.479,1,0.499,127.88,0.073,4,1,0.547,0.509,0.38,1.21E-06,0.36,0.158,0.249
Leve,48yFrzTcnTCklWL9PRVZJj,71,18/11/16,hit,225.24,0,0.602,-4.086,1,0.465,177.843,0.583,4,1,0.188,0.663,0.801,0,0.166,0.246,0.678
Perfect Strangers,1Te8WIfLudxjHTr66BL0JK,68,3/6/16,miss,196.61333,1,0.408,-5.305,1,0.5,118.021,0.87,4,1,0.394,0.731,0.822,0,0.288,0.0459,0.708
Love On The Brain,5oO3drDxtziYU2H1X23ZIp,79,28/1/16,hit,224,4,0.274,-4.854,0,0.386,171.92,0.818,3,1,0.0777,0.503,0.632,1.30E-05,0.0758,0.0492,0.369
Needed Me,4pAl7FkDMNBsjykPXo91B3,75,28/1/16,hit,191.6,7,0.031,-8.112,0,0.206,110.786,0.415,4,0.994,0.0947,0.699,0.325,0,0.086,0.228,0.273
Drug Dealers Anonymous,1b6rmL3VXBgYTbn61kM8wT,59,23/6/16,miss,253.78667,1,0.619,-5.075,0,0.607,152.797,0.201,4,1,0.312,0.57,0.86,0,0.123,0.438,0.495
